REGISTRATIONNUMBER	FULLSCIENTIFICNAME	URL
RMNH.INS.108781		http://medialib.naturalis.nl/file/id/RMNH.INS.108781_2/format/large
RMNH.INS.108782		http://medialib.naturalis.nl/file/id/RMNH.INS.108782_1/format/large
RMNH.INS.108783		http://medialib.naturalis.nl/file/id/RMNH.INS.108783_1/format/large
RMNH.INS.108784		
RMNH.INS.1103909		
RMNH.INS.1105367		http://medialib.naturalis.nl/file/id/RMNH.INS.1105367/format/large
RMNH.INS.1105368		http://medialib.naturalis.nl/file/id/RMNH.INS.1105368/format/large
RMNH.INS.1105369		http://medialib.naturalis.nl/file/id/RMNH.INS.1105369_1/format/large
RMNH.INS.1105369		http://medialib.naturalis.nl/file/id/RMNH.INS.1105369_2/format/large
RMNH.INS.1105370		http://medialib.naturalis.nl/file/id/RMNH.INS.1105370/format/large
RMNH.INS.1105371		http://medialib.naturalis.nl/file/id/RMNH.INS.1105371/format/large
RMNH.INS.1105372		http://medialib.naturalis.nl/file/id/RMNH.INS.1105372/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_5/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_4/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_2/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_3/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_6/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378/format/large
RMNH.INS.1105378		http://medialib.naturalis.nl/file/id/RMNH.INS.1105378_Osmia.rufa_1/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_1/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_5/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_4/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_2/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_7/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_6/format/large
RMNH.INS.1105380		http://medialib.naturalis.nl/file/id/RMNH.INS.1105380_Eucera.longicornis_3/format/large
RMNH.INS.1105460		
RMNH.INS.1105461		
RMNH.INS.1105462		
RMNH.INS.1105463		
RMNH.INS.1105464		
RMNH.INS.1105465		
RMNH.INS.1105466		
RMNH.INS.620019	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620019_2/format/large
RMNH.INS.620019	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620019_3/format/large
RMNH.INS.620019	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620019_BombusVeteranus_label/format/large
RMNH.INS.620019	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620019_1/format/large
RMNH.INS.620024	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620024_1/format/large
RMNH.INS.620024	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620024_2/format/large
RMNH.INS.620024	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620024_BombusVeteranus_label/format/large
RMNH.INS.620036	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620036_BombusVeteranus_label/format/large
RMNH.INS.620036	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620036_2/format/large
RMNH.INS.620036	Bombus (Thoracobombus) veteranus (Fabricius, 1793 )	http://medialib.naturalis.nl/file/id/RMNH.INS.620036_1/format/large
RMNH.INS.1098961		http://medialib.naturalis.nl/file/id/RMNH.INS.1098961_3/format/large
RMNH.INS.1098961		http://medialib.naturalis.nl/file/id/RMNH.INS.1098961_1/format/large
RMNH.INS.1098961		http://medialib.naturalis.nl/file/id/RMNH.INS.1098961_2/format/large
RMNH.INS.1098962		http://medialib.naturalis.nl/file/id/RMNH.INS.1098962_2/format/large
RMNH.INS.1098962		http://medialib.naturalis.nl/file/id/RMNH.INS.1098962_3/format/large
RMNH.INS.1098962		http://medialib.naturalis.nl/file/id/RMNH.INS.1098962_1/format/large
RMNH.INS.1098963		http://medialib.naturalis.nl/file/id/RMNH.INS.1098963_1/format/large
RMNH.INS.1098963		http://medialib.naturalis.nl/file/id/RMNH.INS.1098963_2/format/large
RMNH.INS.1098963		http://medialib.naturalis.nl/file/id/RMNH.INS.1098963_3/format/large
RMNH.INS.1098964		http://medialib.naturalis.nl/file/id/RMNH.INS.1098964_1/format/large
RMNH.INS.1098964		http://medialib.naturalis.nl/file/id/RMNH.INS.1098964_2/format/large
RMNH.INS.1098965		http://medialib.naturalis.nl/file/id/RMNH.INS.1098965_1/format/large
RMNH.INS.1098965		http://medialib.naturalis.nl/file/id/RMNH.INS.1098965_2/format/large
RMNH.INS.1098966		http://medialib.naturalis.nl/file/id/RMNH.INS.1098966/format/large
RMNH.INS.1098967		http://medialib.naturalis.nl/file/id/RMNH.INS.1098967_3/format/large
RMNH.INS.1098967		http://medialib.naturalis.nl/file/id/RMNH.INS.1098967_1/format/large
RMNH.INS.1098967		http://medialib.naturalis.nl/file/id/RMNH.INS.1098967_2/format/large
RMNH.INS.1104081		http://medialib.naturalis.nl/file/id/RMNH.INS.1104081/format/large
RMNH.INS.1104082		http://medialib.naturalis.nl/file/id/RMNH.INS.1104082/format/large
RMNH.INS.1104083		http://medialib.naturalis.nl/file/id/RMNH.INS.1104083/format/large
RMNH.INS.1104084		http://medialib.naturalis.nl/file/id/RMNH.INS.1104084/format/large
RMNH.INS.663083	Malacosoma neustria (Linnaeus 1758)	http://medialib.naturalis.nl/file/id/RMNH.INS.663083/format/large
RMNH.INS.665681	Malacosoma neustria (Linnaeus 1758)	
RMNH.INS.666017	Malacosoma (Clisiocampa) neustria (Linnaeus 1758)	http://medialib.naturalis.nl/file/id/RMNH.INS.666017/format/large
RMNH.INS.888813	Adscita statices Linnaeus, 1758	
RMNH.INS.910328		http://medialib.naturalis.nl/file/id/RMNH.INS.910328/format/large
RGM.443825	Nothosaurus winkelhorsti Klein and Albers, 2009	
RGM.443858	Anarosaurus heterodontus Rieppel & Lin, 1995	http://medialib.naturalis.nl/file/id/RGM.443858/format/large
RGM.443858	Anarosaurus heterodontus Rieppel & Lin, 1995	
RGM.443858	Anarosaurus heterodontus Rieppel & Lin, 1995	
RGM.443858	Anarosaurus heterodontus Rieppel & Lin, 1995	http://medialib.naturalis.nl/file/id/RGM.443858_1/format/large
RGM.443858	Anarosaurus heterodontus Rieppel & Lin, 1995	http://medialib.naturalis.nl/file/id/RGM.443858_2/format/large
RGM.445139	Mammuthus primigenius Blumenbach, 1799	http://medialib.naturalis.nl/file/id/RGM.445139_2/format/large
RGM.445530	Nothosaurus winterswijkensis Albers & Rieppel, 2003	
RGM.445912	?Cymatosaurus sp.	
RGM.449486	Dactylosaurus sp.	
RGM.449487	Dactylosaurus sp.	
RGM.450046	Mastodon sp.	
RGM.450124	Iguanodon sp.	
RGM.450125	Iguanodon sp.	
RGM.450127	Anomoepus pienkovskii (Gierlinksi, 1991)	
RGM.450128	Anomoepus pienkovskii (Gierlinksi, 1991)	
RGM.631750	Confuciusornis sp.	http://medialib.naturalis.nl/file/id/RGM.631750/format/large
RGM.818207	Protoceratops sp.	http://medialib.naturalis.nl/file/id/RGM.818207_BEWERKT/format/large
RGM.86531	Diplodocus sp.	
RGM.DUB.3823	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3824	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3825	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3826	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3827	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3828	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3829	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3830	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.3831	Stegodon trigonocephalus Martin, 1887	
RGM.DUB.4980	Stegodon trigonocephalus Martin, 1887	
RMNH.5000081		
RMNH.5000081		
RMNH.5000152.a		
RMNH.AVES.257941		
RMNH.AVES.257957		
RMNH.AVES.257958		
RMNH.MAM.1000		
RMNH.MAM.12598		http://medialib.naturalis.nl/file/id/RMNH.MAM.12598_4/format/large
RMNH.MAM.12598		http://medialib.naturalis.nl/file/id/RMNH.MAM.12598_3/format/large
RMNH.MAM.16073		
RMNH.MAM.16787.b		
RMNH.MAM.1816	Papio hamadryas (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.1816_4/format/large
RMNH.MAM.1816	Papio hamadryas (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.1816_2/format/large
RMNH.MAM.1816	Papio hamadryas (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.1816_1/format/large
RMNH.MAM.1816	Papio hamadryas (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.1816_3/format/large
RMNH.MAM.1984		
RMNH.MAM.2203		
RMNH.MAM.2382		
RMNH.MAM.2559		
RMNH.MAM.27548		http://medialib.naturalis.nl/file/id/RMNH.MAM.27548_1/format/large
RMNH.MAM.27548		http://medialib.naturalis.nl/file/id/RMNH.MAM.27548_2/format/large
RMNH.MAM.31245		
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_7/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_1/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_5/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_3/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_8/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_9/format/large
RMNH.MAM.34838.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.34838.b_2/format/large
RMNH.MAM.36318		
RMNH.MAM.36319		
RMNH.MAM.37724		
RMNH.MAM.37741.b		http://medialib.naturalis.nl/file/id/RMNH.MAM.37741.b_HL_1/format/large
RMNH.MAM.3985		http://medialib.naturalis.nl/file/id/RMNH.MAM.3985_3/format/large
RMNH.MAM.3985		http://medialib.naturalis.nl/file/id/RMNH.MAM.3985_8/format/large
RMNH.MAM.3985		http://medialib.naturalis.nl/file/id/RMNH.MAM.3985_2/format/large
RMNH.MAM.3985		http://medialib.naturalis.nl/file/id/RMNH.MAM.3985_5/format/large
RMNH.MAM.42012		
RMNH.MAM.4317		
RMNH.MAM.45495		
RMNH.MAM.45496		
RMNH.MAM.45499		
RMNH.MAM.46045		http://medialib.naturalis.nl/file/id/RMNH.MAM.46045_4_BEWERKT/format/large
RMNH.MAM.46045		http://medialib.naturalis.nl/file/id/RMNH.MAM.46045_3/format/large
RMNH.MAM.46045		http://medialib.naturalis.nl/file/id/RMNH.MAM.46045_2/format/large
RMNH.MAM.50881		
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_9_BEWERKT/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_2/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_5/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_4/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_11_BEWERKT/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_lat/format/large
RMNH.MAM.59086		http://medialib.naturalis.nl/file/id/RMNH.MAM.59086_7/format/large
RMNH.MAM.59129		http://medialib.naturalis.nl/file/id/RMNH.MAM.59129_preplog.0001/format/large
RMNH.MAM.59153		http://medialib.naturalis.nl/file/id/RMNH.MAM.59153_HL_2/format/large
RMNH.MAM.59153		http://medialib.naturalis.nl/file/id/RMNH.MAM.59153_HL_1/format/large
RMNH.MAM.59159		http://medialib.naturalis.nl/file/id/RMNH.MAM.59159_pos/format/large
RMNH.MAM.59159		http://medialib.naturalis.nl/file/id/RMNH.MAM.59159_ant/format/large
RMNH.MAM.59161		http://medialib.naturalis.nl/file/id/RMNH.MAM.59161_pos/format/large
RMNH.MAM.59161		http://medialib.naturalis.nl/file/id/RMNH.MAM.59161_ant/format/large
RMNH.MAM.59169		http://medialib.naturalis.nl/file/id/RMNH.MAM.59169_ant/format/large
RMNH.MAM.59169		http://medialib.naturalis.nl/file/id/RMNH.MAM.59169_pos/format/large
RMNH.MAM.59178		http://medialib.naturalis.nl/file/id/RMNH.MAM.59178_ant/format/large
RMNH.MAM.59178		http://medialib.naturalis.nl/file/id/RMNH.MAM.59178_pos/format/large
RMNH.MAM.59185		http://medialib.naturalis.nl/file/id/RMNH.MAM.59185_ant/format/large
RMNH.MAM.59185		http://medialib.naturalis.nl/file/id/RMNH.MAM.59185_pos/format/large
RMNH.MAM.59192		http://medialib.naturalis.nl/file/id/RMNH.MAM.59192_ant/format/large
RMNH.MAM.59192		http://medialib.naturalis.nl/file/id/RMNH.MAM.59192_pos/format/large
RMNH.MAM.59196		http://medialib.naturalis.nl/file/id/RMNH.MAM.59196_pos/format/large
RMNH.MAM.59196		http://medialib.naturalis.nl/file/id/RMNH.MAM.59196_ant/format/large
RMNH.MAM.59197		http://medialib.naturalis.nl/file/id/RMNH.MAM.59197_ant/format/large
RMNH.MAM.59197		http://medialib.naturalis.nl/file/id/RMNH.MAM.59197_pos/format/large
RMNH.MAM.59198		http://medialib.naturalis.nl/file/id/RMNH.MAM.59198_ant/format/large
RMNH.MAM.59198		http://medialib.naturalis.nl/file/id/RMNH.MAM.59198_pos/format/large
RMNH.MAM.59199		http://medialib.naturalis.nl/file/id/RMNH.MAM.59199_ant/format/large
RMNH.MAM.59199		http://medialib.naturalis.nl/file/id/RMNH.MAM.59199_pos/format/large
RMNH.MAM.59200		http://medialib.naturalis.nl/file/id/RMNH.MAM.59200_ant/format/large
RMNH.MAM.59200		http://medialib.naturalis.nl/file/id/RMNH.MAM.59200_pos/format/large
RMNH.MAM.59201		http://medialib.naturalis.nl/file/id/RMNH.MAM.59201_pos/format/large
RMNH.MAM.59201		http://medialib.naturalis.nl/file/id/RMNH.MAM.59201_ant/format/large
RMNH.MAM.59203		http://medialib.naturalis.nl/file/id/RMNH.MAM.59203_ant/format/large
RMNH.MAM.59203		http://medialib.naturalis.nl/file/id/RMNH.MAM.59203_pos/format/large
RMNH.MAM.59206		http://medialib.naturalis.nl/file/id/RMNH.MAM.59206_pos/format/large
RMNH.MAM.59206		http://medialib.naturalis.nl/file/id/RMNH.MAM.59206_ant/format/large
RMNH.MAM.59210		http://medialib.naturalis.nl/file/id/RMNH.MAM.59210_pos/format/large
RMNH.MAM.59210		http://medialib.naturalis.nl/file/id/RMNH.MAM.59210_ant/format/large
RMNH.MAM.59670		
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_4/format/large
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_5/format/large
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_3/format/large
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_8/format/large
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_7/format/large
RMNH.MAM.60002	Acinonyx jubatus (Schreber, 1775)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60002_6/format/large
RMNH.MAM.60004	Cuniculus paca (Linnaeus,1766)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60004_8/format/large
RMNH.MAM.60004	Cuniculus paca (Linnaeus,1766)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60004_1/format/large
RMNH.MAM.60004	Cuniculus paca (Linnaeus,1766)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60004_9_BEWERKT/format/large
RMNH.MAM.60004	Cuniculus paca (Linnaeus,1766)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60004_2/format/large
RMNH.MAM.60005	Amblysomus hottentotus (Smith,1829)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60005_4/format/large
RMNH.MAM.60005	Amblysomus hottentotus (Smith,1829)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60005_5/format/large
RMNH.MAM.60006	Aonyx cinerea (Illiger, 1815)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60006_1/format/large
RMNH.MAM.60006	Aonyx cinerea (Illiger, 1815)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60006_6/format/large
RMNH.MAM.60006	Aonyx cinerea (Illiger, 1815)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60006_4/format/large
RMNH.MAM.60007	Apodemus agrarius (Pallas,1771)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_2/format/large
RMNH.MAM.60007	Apodemus agrarius (Pallas,1771)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_1/format/large
RMNH.MAM.60007	Apodemus agrarius (Pallas,1771)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_7/format/large
RMNH.MAM.60007	Apodemus agrarius (Pallas,1771)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_6/format/large
RMNH.MAM.60009	Artibeus jamaicensis Leach, 1821	http://medialib.naturalis.nl/file/id/RMNH.MAM.60009_5/format/large
RMNH.MAM.60009	Artibeus jamaicensis Leach, 1821	http://medialib.naturalis.nl/file/id/RMNH.MAM.60009_2/format/large
RMNH.MAM.60009	Artibeus jamaicensis Leach, 1821	http://medialib.naturalis.nl/file/id/RMNH.MAM.60009_3/format/large
RMNH.MAM.60010	Ateles paniscus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_1/format/large
RMNH.MAM.60010	Ateles paniscus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_2/format/large
RMNH.MAM.60010	Ateles paniscus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_4/format/large
RMNH.MAM.60010	Ateles paniscus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_3/format/large
RMNH.MAM.60011	Ateles paniscus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60011_3/format/large
RMNH.MAM.60012	Bassariscus astutus (Lichtenstein, 1827)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_4/format/large
RMNH.MAM.60012	Bassariscus astutus (Lichtenstein, 1827)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_3/format/large
RMNH.MAM.60012	Bassariscus astutus (Lichtenstein, 1827)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_2/format/large
RMNH.MAM.60012	Bassariscus astutus (Lichtenstein, 1827)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_1/format/large
RMNH.MAM.60013	Bison bison Linnaeus,1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_11/format/large
RMNH.MAM.60013	Bison bison Linnaeus,1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_16/format/large
RMNH.MAM.60013	Bison bison Linnaeus,1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_4_BEWERKT/format/large
RMNH.MAM.60013	Bison bison Linnaeus,1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_8/format/large
RMNH.MAM.60014	Bradypus tridactylus Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_4/format/large
RMNH.MAM.60014	Bradypus tridactylus Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_2/format/large
RMNH.MAM.60014	Bradypus tridactylus Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_3/format/large
RMNH.MAM.60014	Bradypus tridactylus Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_1/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_6/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_3/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_4/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_5/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_1/format/large
RMNH.MAM.60015	Cacajao melanocephalus (Humboldt,1812)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_2/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_8/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_1/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_2/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_5/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_4/format/large
RMNH.MAM.60016	Callithrix pygmaea Spix,1823	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_9/format/large
RMNH.MAM.60017	Callosciurus prevostii (Desmarest,1822)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60017_2/format/large
RMNH.MAM.60017	Callosciurus prevostii (Desmarest,1822)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60017_4/format/large
RMNH.MAM.60017	Callosciurus prevostii (Desmarest,1822)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60017_3/format/large
RMNH.MAM.60020	Camelus bactrianus Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60020_3_BEWERKT/format/large
RMNH.MAM.60021	Castor fiber Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60021_1/format/large
RMNH.MAM.60021	Castor fiber Linnaeus, 1758	http://medialib.naturalis.nl/file/id/RMNH.MAM.60021_2/format/large
RMNH.MAM.60022		http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_3/format/large
RMNH.MAM.60022		http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_6/format/large
RMNH.MAM.60022		http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_2/format/large
RMNH.MAM.60022		http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_4/format/large
RMNH.MAM.60023	Cercartetus caudatus (Milne-Edwards, 1877)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60023_1_/format/large
RMNH.MAM.60023	Cercartetus caudatus (Milne-Edwards, 1877)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60023_6/format/large
RMNH.MAM.60023	Cercartetus caudatus (Milne-Edwards, 1877)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60023_5/format/large
RMNH.MAM.60024	Cercopithecus cephus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_1_bewerkt/format/large
RMNH.MAM.60024	Cercopithecus cephus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_2/format/large
RMNH.MAM.60024	Cercopithecus cephus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_4/format/large
RMNH.MAM.60024	Cercopithecus cephus (Linnaeus, 1758)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_3/format/large
RMNH.MAM.60025	Cercopithecus mitis Wolf,1822	http://medialib.naturalis.nl/file/id/RMNH.MAM.60025_1/format/large
RMNH.MAM.60025	Cercopithecus mitis Wolf,1822	http://medialib.naturalis.nl/file/id/RMNH.MAM.60025_5/format/large
RMNH.MAM.60025	Cercopithecus mitis Wolf,1822	http://medialib.naturalis.nl/file/id/RMNH.MAM.60025_4/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_7/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_5/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_2/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_3/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_4/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_1/format/large
RMNH.MAM.60026	Cercopithecus petaurista (Schreber,1774)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_6/format/large
RMNH.MAM.60027	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_5/format/large
RMNH.MAM.60027	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_4/format/large
RMNH.MAM.60027	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_3/format/large
RMNH.MAM.60027	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_2/format/large
RMNH.MAM.60028	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_3/format/large
RMNH.MAM.60028	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_2/format/large
RMNH.MAM.60028	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_5/format/large
RMNH.MAM.60028	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_4/format/large
RMNH.MAM.60028	Chaetophractus villosus (Desmarest,1804)	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_A_bewerkt/format/large
RMNH.MAM.60029	Chinchilla lanigera (Molina,1782)	
